avg_x,avg_y,fix,lefteye_avg_x,lefteye_avg_y,lefteye_pcenter_x,lefteye_pcenter_y,lefteye_psize,lefteye_raw_x,lefteye_raw_y,raw_x,raw_y,righteye_avg_x,righteye_avg_y,righteye_pcenter_x,righteye_pcenter_y,righteye_psize,righteye_raw_x,righteye_raw_y,state,time,timestamp
651.9491,198.5818,0,664.3317,219.3157,0.4377,0.5121,18.5184,656.0773,222.6556,662.0469,197.7391,639.5665,177.8479,0.5927,0.4977,18.4925,668.0166,172.8226,7,415585767,18-Dec-2019 11:29:43
648.0087,194.073,0,662.9437,211.6884,0.4377,0.5119,18.6014,660.227,196.5137,643.2161,189.0658,635.1422,179.1014,0.5925,0.4978,17.9019,626.2052,181.6179,7,415585801,18-Dec-2019 11:29:43
648.6952,195.857,0,660.1171,208.9782,0.4377,0.5119,18.5213,651.7994,201.0419,642.6104,201.399,634.7271,184.8141,0.5927,0.498,18.0797,633.4214,201.7561,7,415585834,18-Dec-2019 11:29:43
648.6097,196.9548,0,659.5803,211.0273,0.4378,0.5121,18.3783,657.6191,219.2466,644.5129,205.8654,634.0651,186.4051,0.5928,0.498,17.9031,631.4067,192.4843,7,415585867,18-Dec-2019 11:29:43
647.7755,196.1635,0,662.5286,204.423,0.4379,0.512,18.491,662.5286,204.423,646.7788,190.2527,631.0291,176.0823,0.5929,0.4978,18.1495,631.0291,176.0823,7,415585900,18-Dec-2019 11:29:43
611.3721,186.1736,0,620.1005,194.8552,0.4375,0.5118,18.5231,620.1005,194.8552,611.3721,186.1736,602.6438,177.4919,0.5926,0.4978,17.8468,602.6438,177.4919,7,415585934,18-Dec-2019 11:29:43
550.8282,189.2091,0,558.6962,201.095,0.4364,0.5122,18.7179,497.4484,207.3188,490.4385,192.2368,542.9602,177.3231,0.5912,0.498,17.686,483.4286,177.1548,7,415585967,18-Dec-2019 11:29:43
535.4399,192.7292,0,530.7299,213.6075,0.4364,0.5125,19.1061,475.4633,238.4419,458.2244,208.4216,508.723,177.6837,0.5911,0.4983,18.0631,440.9855,178.4012,7,415586000,18-Dec-2019 11:29:43
527.4477,197.6212,0,518.7395,219.5523,0.4363,0.5125,18.5984,483.9199,236.9565,470.5756,211.0457,495.5299,179.5643,0.5911,0.4983,17.8349,457.2312,185.1349,7,415586034,18-Dec-2019 11:29:43
523.7159,204.6353,0,512.8499,225.3382,0.4362,0.5125,18.8088,490.8036,247.6528,468.4134,225.1393,485.2357,184.2596,0.5909,0.4984,18.0278,446.0232,202.6258,7,415586067,18-Dec-2019 11:29:43
517.8835,205.1218,0,507.3976,225.4946,0.4362,0.5128,18.5402,482.2097,225.589,472.9716,206.9623,481.2852,185.0043,0.591,0.4985,18.5301,463.7336,188.3356,7,415586100,18-Dec-2019 11:29:43
514.2816,205.5168,1,510.9899,227.0147,0.4367,0.513,18.987,533.4079,235.1387,513.957,213.7559,482.9582,186.1416,0.5913,0.4987,17.9955,494.5062,192.3732,7,415586133,18-Dec-2019 11:29:43
512.4698,206.2296,1,516.0965,226.9178,0.4365,0.5127,19.0451,551.3318,225.4944,528.8389,213.8955,485.799,188.3084,0.5911,0.4983,18.3888,506.3459,202.2966,7,415586167,18-Dec-2019 11:29:43
511.5182,206.4961,1,517.7381,225.4674,0.4362,0.5123,19.0005,530.5551,213.8521,539.7807,199.6262,493.0917,188.0491,0.591,0.498,18.1562,549.0063,185.4003,7,415586200,18-Dec-2019 11:29:43
511.1613,206.5747,1,519.1268,223.3475,0.4361,0.5127,18.25,530.8465,205.2666,540.1249,199.8498,499.147,188.8012,0.591,0.4983,18.0529,549.4032,194.433,7,415586233,18-Dec-2019 11:29:43
508.4576,205.0486,1,362.3871,255.6539,0.4345,0.5133,18.35,362.3871,255.6539,368.8318,237.7979,487.0146,191.9592,0.5894,0.4987,17.9052,375.2767,219.942,7,415586267,18-Dec-2019 11:29:43
493.6972,209.5844,1,360.9796,250.7804,0.4342,0.5132,17.8342,360.9796,250.7804,327.8039,228.9091,294.6281,207.0378,0.5885,0.4983,17.6028,294.6281,207.0378,7,415586300,18-Dec-2019 11:29:43
334.7113,232.0691,0,361.2432,263.6159,0.4342,0.5134,17.8729,361.506,276.4187,340.471,245.1626,319.436,213.9065,0.5886,0.4986,17.8862,319.436,213.9065,7,415586334,18-Dec-2019 11:29:43
335.4503,230.1658,0,357.9113,258.5439,0.4343,0.5133,17.7664,351.2884,248.3993,336.6078,228.7579,320.6832,211.5084,0.5888,0.4986,17.6697,321.9272,209.1165,7,415586367,18-Dec-2019 11:29:43
345.5328,247.1409,0,355.5897,264.0728,0.4342,0.5132,18.0125,348.7561,280.4766,316.765,238.0081,308.6646,206.1588,0.5885,0.4981,17.6781,284.7739,195.5397,7,415586400,18-Dec-2019 11:29:44
340.6944,242.8834,0,357.8729,264.2422,0.4344,0.5128,18.0417,366.9512,264.7541,332.649,236.1303,306.018,206.4754,0.5888,0.498,18.0081,298.3467,207.5066,7,415586434,18-Dec-2019 11:29:44
331.5571,233.9901,0,356.9162,247.6272,0.4347,0.5131,18.2877,356.9162,247.6272,327.8338,229.8721,304.4915,207.6046,0.5892,0.4985,17.9322,298.7513,212.1171,7,415586467,18-Dec-2019 11:29:44
334.193,233.7029,0,367.0904,245.3988,0.4349,0.513,18.0452,367.0904,245.3988,319.4972,224.319,298.8788,206.856,0.5893,0.4985,18.0312,271.9039,203.2392,7,415586501,18-Dec-2019 11:29:44
332.9186,231.7319,1,370.337,244.7671,0.4351,0.5127,18.1426,373.5752,244.137,332.0724,227.0591,297.5468,207.3062,0.5896,0.4985,17.6799,290.5697,209.9812,7,415586534,18-Dec-2019 11:29:44
327.6295,228.2372,1,302.3907,308.9578,0.4348,0.5142,23.2859,167.3447,436.5272,232.027,326.2939,297.33,208.4459,0.5903,0.4989,18.362,296.7094,216.0605,7,415586567,18-Dec-2019 11:29:44
328.2623,237.9039,1,333.2407,302.9878,0.4367,0.5131,20.3673,425.7073,284.3237,413.83,261.1313,309.533,211.9276,0.5915,0.499,18.7399,401.9528,237.9389,7,415586601,18-Dec-2019 11:29:44
330.2252,245.2451,1,345.6128,299.7843,0.4368,0.5124,20.6609,394.2341,286.4455,385.2799,261.0321,316.833,214.5443,0.5917,0.4984,18.6727,376.3257,235.6187,7,415586633,18-Dec-2019 11:29:44
329.4785,242.4058,1,386.1137,269.235,0.437,0.5125,20.6111,386.1137,269.235,384.0893,253.7418,323.5607,217.0109,0.592,0.4987,18.4115,382.0649,238.2485,7,415586667,18-Dec-2019 11:29:44
336.1213,241.4292,1,418.1181,235.4764,0.4371,0.513,20.9304,418.1181,235.4764,404.1188,233.8481,330.0938,218.5753,0.5921,0.4996,18.7516,390.1194,232.2198,7,415586700,18-Dec-2019 11:29:44
339.4824,241.696,1,404.6751,264.764,0.4367,0.5135,20.8017,391.2664,293.9771,380.7232,261.7928,334.0778,219.7132,0.5918,0.4999,18.6758,370.1801,229.6084,7,415586734,18-Dec-2019 11:29:44
345.0757,243.6019,1,401.8213,262.7911,0.4365,0.5137,20.4168,396.2179,258.722,394.1216,249.3948,339.3948,221.5759,0.5917,0.5002,18.73,392.0253,240.0676,7,415586767,18-Dec-2019 11:29:44
350.0074,244.9223,1,401.2963,258.2598,0.4364,0.5141,20.4259,399.8498,244.7103,406.4101,251.6314,345.7997,224.6915,0.5917,0.5008,18.7615,412.9703,258.5526,7,415586800,18-Dec-2019 11:29:44
350.3487,243.6677,1,407.9893,262.3754,0.4366,0.5144,20.1823,434.3796,278.5506,406.1711,265.7206,348.9812,227.0965,0.5916,0.5008,18.8612,377.9625,252.8906,7,415586833,18-Dec-2019 11:29:44
353.2184,244.0723,1,404.8057,260.8567,0.4366,0.5144,20.2206,389.1136,253.2928,390.6594,253.8238,352.8884,229.3997,0.5921,0.501,18.6191,392.2053,254.3547,7,415586867,18-Dec-2019 11:29:44
355.4012,244.1265,1,408.3795,260.8932,0.4372,0.5145,20.0699,429.0435,261.0432,401.9655,255.8822,355.2554,231.2642,0.5924,0.5013,18.643,374.8875,250.7212,7,415586900,18-Dec-2019 11:29:44
357.6686,244.166,1,414.7733,262.3816,0.4378,0.5145,20.1298,457.0058,272.2295,447.1809,258.517,361.6326,232.5823,0.5932,0.5013,18.5486,437.356,244.8045,7,415586933,18-Dec-2019 11:29:44
359.8452,244.237,1,417.0224,266.4801,0.4379,0.5149,20.1638,432.744,296.9967,417.0052,265.0325,365.2053,233.0194,0.5934,0.5017,18.2739,401.2664,233.0683,7,415586967,18-Dec-2019 11:29:44
362.7936,244.7577,1,421.6097,267.6649,0.4381,0.5151,19.9748,458.2884,276.608,451.0304,262.5494,371.2485,234.3894,0.5937,0.5023,18.2266,443.7724,248.4908,7,415587000,18-Dec-2019 11:29:44
365.8492,245.2954,1,424.4845,266.2561,0.438,0.515,20.235,448.2886,252.3325,432.2717,251.9225,375.1955,235.8516,0.5936,0.5026,18.3826,416.2548,251.5125,7,415587033,18-Dec-2019 11:29:44
368.5208,245.742,1,424.2755,270.1285,0.4379,0.5155,20.4488,419.3091,307.4771,423.6452,280.8805,379.6028,237.3874,0.5938,0.5028,18.6114,427.9814,254.2839,7,415587067,18-Dec-2019 11:29:44
371.4839,246.4846,1,424.8489,270.9387,0.438,0.5154,19.9242,428.2007,277.7163,416.8361,263.261,382.3654,238.4922,0.5938,0.503,18.4763,405.4715,248.8058,7,415587100,18-Dec-2019 11:29:44
374.2852,247.1143,1,426.5836,271.9525,0.4379,0.5152,19.5629,443.28,281.3781,429.0331,256.1435,385.4718,238.4406,0.5937,0.5026,18.4746,414.7861,230.9089,7,415587134,18-Dec-2019 11:29:44
376.9646,247.5203,1,430.4661,271.133,0.4381,0.5149,19.9336,473.0927,259.3447,459.214,251.373,391.0351,239.3895,0.5939,0.5025,18.2062,445.3352,243.4012,7,415587167,18-Dec-2019 11:29:44
381.6919,249.2557,1,434.2018,270.7549,0.4382,0.5149,19.7355,475.8882,264.445,485.0432,270.2437,399.2488,242.2725,0.5944,0.5029,18.6691,494.1982,276.0425,7,415587200,18-Dec-2019 11:29:44
384.3906,248.8436,1,440.1002,271.2014,0.4383,0.5147,18.7621,510.2381,275.6186,499.1545,254.3895,407.2797,242.6489,0.5943,0.5024,18.723,488.071,233.1605,7,415587233,18-Dec-2019 11:29:44
388.4221,249.6251,1,443.6244,272.4843,0.4382,0.5145,18.7846,482.511,288.2,474.8662,267.6871,413.549,243.6064,0.5942,0.5023,18.4889,467.2214,247.1741,7,415587266,18-Dec-2019 11:29:44
393.032,250.8661,1,446.5094,273.5626,0.4383,0.5142,18.7437,476.9454,286.5031,481.7359,259.4734,420.6418,243.5331,0.5945,0.502,18.4245,486.5264,232.4438,7,415587299,18-Dec-2019 11:29:44
396.9605,251.4645,1,450.511,273.065,0.4386,0.514,18.55,497.1039,263.6836,468.3277,247.6212,424.9012,243.4389,0.5946,0.5021,18.5446,439.5515,231.5588,7,415587333,18-Dec-2019 11:29:44
401.3353,252.2965,1,453.5547,271.8997,0.4388,0.514,18.6112,486.2004,253.1701,480.8963,251.2601,430.7202,244.2509,0.5951,0.5026,18.2886,475.5922,249.3501,7,415587366,18-Dec-2019 11:29:44
408.2141,253.8006,1,500.6901,431.1382,0.4392,0.5163,18.7712,500.6901,431.1382,489.5671,390.3984,436.2926,250.9532,0.5956,0.5049,18.702,478.4442,349.6587,7,415587400,18-Dec-2019 11:29:45
451.6516,1130.1299,0,451.6516,1130.1299,0.4401,0.525,19.744,451.6516,1130.1299,442.2962,1116.134,432.9409,1102.1382,0.5956,0.5148,19.3914,432.9409,1102.1382,7,415587433,18-Dec-2019 11:29:45
405.0584,1859.4141,0,417.6439,1525.1002,0.4413,0.5362,19.3775,383.7229,1919.0642,390.7677,1985.4774,397.8126,2051.8906,0.5966,0.5271,19.2978,397.8126,2051.8906,7,415587466,18-Dec-2019 11:29:45
430.0502,2079.5132,0,449.7484,1925.4159,0.4439,0.5475,18.829,513.7219,2718.9634,517.3073,2949.9968,459.4312,2617.1807,0.599,0.5401,18.4652,520.8928,3181.0303,7,415587500,18-Dec-2019 11:29:45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6017,0.548,19.2931,0,0,7,415587533,18-Dec-2019 11:29:45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,415587567,18-Dec-2019 11:29:45
0,0,0,0,0,0.4485,0.5568,16.7532,0,0,0,0,0,0,0.6053,0.5509,16.9325,0,0,4,415587600,18-Dec-2019 11:29:45
0,0,0,0,0,0.4495,0.5555,17.3271,0,0,0,0,0,0,0.6064,0.5505,17.1599,0,0,4,415587632,18-Dec-2019 11:29:45
443.8203,2151.6929,0,471.0591,2294.0203,0.4499,0.5546,17.01,533.9215,3378.7815,533.9215,3378.7815,0,0,0.6078,0.55,16.5223,0,0,7,415587665,18-Dec-2019 11:29:45
433.978,2224.9951,0,404.4674,2440.1243,0.4473,0.5508,14.8443,142.1743,2994.686,142.1743,2994.686,0,0,0.6049,0.546,13.6769,0,0,7,415587699,18-Dec-2019 11:29:45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,415587732,18-Dec-2019 11:29:45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,415587766,18-Dec-2019 11:29:45
421.5754,2166.4504,0,286.5287,397.8447,0.4419,0.5232,16.5092,286.5287,397.8447,243.5321,483.2047,372.8702,1932.3636,0.5997,0.5175,14.9378,200.5355,568.5646,7,415587799,18-Dec-2019 11:29:45
359.7062,835.6486,0,356.6522,343.3137,0.441,0.5222,17.3474,356.6522,343.3137,347.511,312.9219,363.916,1514.3257,0.5988,0.5148,17.9134,338.3699,282.5301,7,415587832,18-Dec-2019 11:29:45
356.5094,907.0521,0,360.3889,346.3193,0.4394,0.5218,17.1736,364.1163,349.3172,340.3327,323.7957,354.0441,1263.3557,0.5971,0.514,17.7048,316.5491,298.2741,7,415587866,18-Dec-2019 11:29:45
362.635,625.4675,0,368.7451,344.6004,0.438,0.5221,18.1174,385.3322,341.169,375.971,323.1125,366.6098,305.0561,0.5959,0.5139,18.6668,366.6098,305.0561,7,415587900,18-Dec-2019 11:29:45
358.7778,515.0355,0,372.5566,339.456,0.437,0.5227,18.1368,383.7117,324.216,363.3926,302.6922,343.0735,281.1684,0.5947,0.514,18.5531,343.0735,281.1684,7,415587932,18-Dec-2019 11:29:45
359.3252,462.1835,0,371.3171,336.93,0.4364,0.5226,18.4233,366.1968,327.1812,362.3497,303.6552,350.7979,280.6481,0.5944,0.5136,18.4384,358.5026,280.1291,7,415587966,18-Dec-2019 11:29:45
357.292,424.5813,0,385.1393,333.0577,0.4364,0.5219,18.6405,385.1393,333.0577,365.7465,308.2454,349.3233,281.5795,0.5943,0.5129,18.7628,346.3536,283.4332,7,415587999,18-Dec-2019 11:29:45
390.9012,258.5096,0,390.9012,258.5096,0.4368,0.5212,18.218,390.9012,258.5096,403.5775,233.0366,366.2094,262.9132,0.5949,0.512,19.3519,416.2539,207.5636,7,415588033,18-Dec-2019 11:29:45
372.9802,264.1004,0,383.215,269.7594,0.4374,0.5211,18.5742,375.5484,280.9805,364.4515,262.5157,363.7048,258.9719,0.5955,0.5123,19.1286,353.3546,244.0508,7,415588066,18-Dec-2019 11:29:45
373.2536,264.2533,0,382.7704,268.2814,0.4382,0.5208,18.7419,381.9256,265.287,371.4084,265.8414,363.2903,260.1141,0.5961,0.5125,19.1249,360.8912,266.3958,7,415588099,18-Dec-2019 11:29:45
372.6768,263.8278,0,387.8305,268.357,0.4388,0.5208,18.5297,402.8767,268.5475,379.9524,264.175,362.4161,259.9765,0.5967,0.5126,19.3611,357.028,259.8026,7,415588132,18-Dec-2019 11:29:45
373.9047,263.5294,0,391.3138,268.3354,0.4392,0.5211,18.5908,404.8768,268.2158,388.4684,252.7374,363.7062,256.9306,0.5971,0.5128,19.3529,372.06,237.259,7,415588165,18-Dec-2019 11:29:45
375.3659,263.0189,0,393.5742,266.8866,0.4393,0.5214,18.7039,404.2896,259.8091,392.4239,245.7323,365.7327,253.845,0.5974,0.513,19.3081,380.5581,231.6554,7,415588198,18-Dec-2019 11:29:45
376.4554,262.5379,1,395.2543,267.1259,0.4392,0.5217,18.2676,404.5229,268.5832,377.9138,250.6757,364.2596,251.4302,0.5971,0.5131,18.4244,351.3047,232.7682,7,415588232,18-Dec-2019 11:29:45
376.9368,261.9775,1,394.5633,267.059,0.4389,0.5218,18.4657,389.3766,266.6629,380.1085,256.8134,364.9473,250.8057,0.5971,0.5134,18.1301,370.8404,246.9639,7,415588266,18-Dec-2019 11:29:45
375.7809,260.3698,1,402.8287,269.6452,0.4396,0.522,17.9576,464.405,289.1164,430.2336,265.4179,367.8662,249.7934,0.5974,0.5134,18.2283,396.0622,241.7195,7,415588299,18-Dec-2019 11:29:45
375.3429,259.01,1,409.4205,271.2758,0.4397,0.5219,18.0856,462.4577,284.4717,438.3251,264.35,371.9972,249.1339,0.5976,0.5132,17.7808,414.1924,244.2283,7,415588332,18-Dec-2019 11:29:45
375.393,258.0445,1,416.9751,270.1128,0.4397,0.5212,17.7835,482.6332,258.8499,449.3813,263.6804,375.8296,250.554,0.5977,0.5128,18.1029,416.1293,268.511,7,415588366,18-Dec-2019 11:29:45
377.891,258.2579,1,419.8815,270.5593,0.4396,0.5207,17.8867,443.7411,274.573,427.4782,259.8702,378.892,250.0224,0.5977,0.5121,17.6268,411.2154,245.1674,7,415588399,18-Dec-2019 11:29:46
383.3879,258.8064,1,392.4425,805.4969,0.4396,0.5251,18.7023,392.4425,805.4969,354.7964,803.8123,317.1503,802.1277,0.5969,0.5169,18.325,317.1503,802.1277,7,415588432,18-Dec-2019 11:29:46
335.2037,1025.1876,0,339.7908,1044.6978,0.4394,0.527,18.2176,339.7908,1044.6978,335.2037,1025.1876,330.6167,1005.6776,0.5971,0.5187,18.001,330.6167,1005.6776,7,415588465,18-Dec-2019 11:29:46
338.2343,1037.8871,0,346.1768,1050.489,0.439,0.5268,17.9358,352.5466,1056.2657,341.257,1050.5541,330.2916,1025.2849,0.597,0.5186,18.4188,329.9673,1044.8424,7,415588499,18-Dec-2019 11:29:46
338.9602,1034.6334,0,349.2302,1034.2546,0.4388,0.5267,18.5379,355.2659,1001.9622,343.8246,1018.7905,330.9913,1028.7776,0.597,0.5184,18.3947,332.3834,1035.6188,7,415588532,18-Dec-2019 11:29:46
341.0309,1034.811,0,353.8468,1033.7159,0.4387,0.5266,17.4068,367.4553,1032.3351,346.0002,1048.4358,329.3676,1037.8348,0.5969,0.5182,17.6599,324.5452,1064.5364,7,415588565,18-Dec-2019 11:29:46
340.9147,1031.7052,0,349.6819,1018.7411,0.4381,0.5254,17.2991,333.1219,960.199,325.241,974.8895,326.9213,1028.121,0.5963,0.5167,17.0691,317.36,989.5801,7,415588598,18-Dec-2019 11:29:46
340.4399,1029.061,0,338.6323,997.8528,0.4378,0.5255,17.3174,338.6323,997.8528,320.3746,989.7893,302.1169,981.7259,0.596,0.5163,17.2246,302.1169,981.7259,7,415588631,18-Dec-2019 11:29:46
336.7341,966.4246,0,322.3876,980.7156,0.4378,0.526,17.1908,322.3876,980.7156,336.7341,966.4246,351.0807,952.1335,0.5963,0.5167,17.38,351.0807,952.1335,7,415588665,18-Dec-2019 11:29:46
331.187,980.3103,0,327.3578,980.7778,0.4377,0.5263,17.3411,332.3152,980.84,325.6541,994.1606,335.0163,979.8427,0.5961,0.5172,17.1567,318.9929,1007.4814,7,415588698,18-Dec-2019 11:29:46
329.9188,980.7795,0,326.9215,990.0605,0.4374,0.5263,17.4995,326.0295,1008.5074,322.0229,991.3044,329.2983,977.9679,0.5959,0.5168,17.2172,318.0163,974.1015,7,415588732,18-Dec-2019 11:29:46
328.0419,981.7056,0,331.1693,991.0146,0.4377,0.5265,17.4072,343.7439,993.7031,316.9549,986.1705,319.386,978.1645,0.5959,0.5169,17.059,290.1659,978.6378,7,415588765,18-Dec-2019 11:29:46
326.6117,982.3486,0,334.9612,995.1368,0.4377,0.5267,17.2276,349.6985,1011.1486,328.6717,997.8053,316.9087,979.4661,0.5961,0.517,17.1365,307.6449,984.462,7,415588799,18-Dec-2019 11:29:46
326.5006,983.3409,0,335.0001,998.9316,0.4375,0.5266,17.3232,334.8615,1017.0221,330.0619,990.1467,318.2367,976.7331,0.596,0.5167,17.2249,325.2622,963.2713,7,415588832,18-Dec-2019 11:29:46
326.5075,983.9291,1,336.4925,998.2153,0.4377,0.5265,17.3903,344.7916,993.45,334.1104,988.5416,318.9366,977.7465,0.5961,0.5168,17.041,323.4293,983.6332,7,415588865,18-Dec-2019 11:29:46
326.9057,984.8922,1,337.2378,996.0551,0.4378,0.5264,17.6478,341.7433,981.1406,326.9457,996.5319,318.0034,982.2181,0.5963,0.5171,17.4872,312.1482,1011.9231,7,415588899,18-Dec-2019 11:29:46
327.2691,985.4078,1,339.4946,994.3585,0.4377,0.5262,17.4824,355.9035,981.4008,349.2057,986.5533,320.8301,983.4093,0.5964,0.5167,17.3169,342.5078,991.7059,7,415588932,18-Dec-2019 11:29:46
327.5858,985.9573,1,338.6447,994.3317,0.4376,0.5263,17.7716,330.6954,994.1847,310.4456,988.1655,317.5475,983.3613,0.5961,0.5167,17.724,290.1959,982.1464,7,415588965,18-Dec-2019 11:29:46
327.6628,986.6786,1,339.2506,997.0931,0.4375,0.527,17.588,344.1025,1022.3004,316.0811,1017.8994,314.5662,986.4225,0.596,0.5174,17.278,288.0597,1013.4984,7,415588998,18-Dec-2019 11:29:46
327.4059,987.5471,1,336.5653,998.2746,0.4373,0.527,17.5532,309.4106,1009.3269,301.9853,1024.292,312.6004,991.4354,0.5959,0.5176,17.4944,294.5601,1039.2571,7,415589032,18-Dec-2019 11:29:46
327.2003,988.28,1,335.9275,998.0616,0.4372,0.5266,17.9199,329.265,994.9623,308.4625,985.5909,310.2834,990.3554,0.5956,0.5169,17.3978,287.6599,976.2195,7,415589065,18-Dec-2019 11:29:46
327.8043,989.1017,1,334.1965,996.9253,0.4371,0.5266,17.4777,315.1321,983.4979,283.1224,1005.3716,305.2259,993.572,0.5954,0.5172,17.6749,251.1127,1027.2454,7,415589099,18-Dec-2019 11:29:46
325.6616,989.7177,1,331.5759,998.0411,0.4369,0.5269,17.788,301.6201,1010.9188,282.0566,1013.353,301.5639,995.5662,0.5953,0.5171,17.5302,262.493,1015.7872,7,415589131,18-Dec-2019 11:29:46
324.6059,990.5602,1,328.2267,998.7918,0.4366,0.5266,17.7738,288.8314,1007.3763,280.6861,1027.5178,298.9936,999.7583,0.5951,0.5169,17.4353,272.5408,1047.6593,7,415589164,18-Dec-2019 11:29:46
323.3994,991.3575,1,326.2448,998.4995,0.4366,0.5266,17.3023,304.0833,993.7859,293.0158,1000.4897,297.3285,1000.6849,0.5951,0.5168,17.605,281.9484,1007.1936,7,415589198,18-Dec-2019 11:29:46
322.5516,992.1882,1,324.9387,999.1625,0.4368,0.527,17.324,311.6048,1007.2756,286.5006,1028.1246,294.3782,1004.4311,0.5952,0.5174,17.4266,261.3964,1048.9736,7,415589232,18-Dec-2019 11:29:46
321.4783,993.0726,1,323.5811,999.0194,0.4368,0.527,17.7384,309.3682,996.047,290.4539,1018.6163,292.3329,1007.3875,0.5952,0.5174,17.4738,271.5396,1041.1857,7,415589265,18-Dec-2019 11:29:46
319.2229,994.3387,1,321.8687,1000.6544,0.4367,0.5273,17.4061,302.5054,1023.0095,286.5908,1027.6062,290.3864,1009.5493,0.5951,0.5174,17.5229,270.6763,1032.2028,7,415589298,18-Dec-2019 11:29:46
317.1409,995.5255,1,319.9788,1002.3633,0.4366,0.5274,18.0968,298.0267,1025.4897,302.787,1013.6887,290.9566,1009.6067,0.5951,0.5173,17.4427,307.5473,1001.8876,7,415589331,18-Dec-2019 11:29:46
315.7357,996.6974,1,323.6247,1004.3347,0.4369,0.5275,18.2233,384.0302,1030.9893,371.3437,1033.6825,294.777,1011.7832,0.5952,0.5174,17.675,358.6571,1036.3757,7,415589364,18-Dec-2019 11:29:46
315.2822,997.6896,1,326.5961,1004.4982,0.4365,0.5268,18.4203,374.8071,1003.2543,362.6194,1019.6093,297.9911,1013.7983,0.5948,0.5168,17.6709,350.4318,1035.9642,7,415589398,18-Dec-2019 11:29:47
314.7216,998.7433,1,329.3391,1004.0823,0.4362,0.5267,18.2857,372.3016,994.1733,345.6592,1009.6196,299.218,1015.0238,0.5944,0.5166,17.9957,319.0169,1025.066,7,415589431,18-Dec-2019 11:29:47
314.777,999.5869,1,331.0195,1004.3071,0.436,0.5263,18.1858,355.7462,1004.9767,360.8932,1002.5438,303.2574,1014.6512,0.5944,0.516,17.834,366.0402,1000.1108,7,415589465,18-Dec-2019 11:29:47
314.6172,1000.6105,1,334.3333,1003.9847,0.4359,0.526,17.9152,381.5214,991.4551,348.1443,1020.2588,303.5891,1017.9244,0.5941,0.5161,17.6621,314.7672,1049.0625,7,415589498,18-Dec-2019 11:29:47
313.7133,1002.2918,1,337.7813,1006.14,0.4356,0.5261,18.422,386.1888,1033.6045,369.4199,1036.4292,306.6563,1019.7735,0.5939,0.5159,17.8348,352.651,1039.2539,7,415589531,18-Dec-2019 11:29:47
314.3271,1003.5624,1,345.524,1007.1953,0.4356,0.5257,18.5952,456.8546,1021.7883,450.1129,1026.0084,315.1859,1021.4108,0.5939,0.5153,17.9302,443.3712,1030.2286,7,415589564,18-Dec-2019 11:29:47
316.3036,1004.3307,1,351.4753,1007.482,0.4349,0.5251,18.2832,431.7659,1006.2504,429.0341,1019.4786,322.9925,1023.0123,0.5932,0.5145,18.0103,426.3022,1032.7068,7,415589597,18-Dec-2019 11:29:47
316.9977,1005.9862,1,360.6261,1006.6519,0.4347,0.5253,18.3481,487.4935,991.8735,446.6624,1004.3073,329.232,1023.4639,0.5928,0.5142,18.0266,405.8314,1016.7409,7,415589631,18-Dec-2019 11:29:47
319.1339,1006.9907,1,367.4757,1006.9332,0.4348,0.5259,18.6868,447.9884,1011.7318,438.1163,1009.6979,336.4721,1023.5237,0.5931,0.5145,17.9825,428.2442,1007.6641,7,415589665,18-Dec-2019 11:29:47
320.6456,1008.549,1,376.0146,1008.2578,0.4355,0.5261,18.8059,480.9764,1024.3246,451.0722,1026.4219,343.1705,1024.4611,0.5937,0.5146,18.0905,421.168,1028.5192,7,415589698,18-Dec-2019 11:29:47
323.559,1009.5159,1,383.6749,1009.1198,0.4363,0.526,18.7816,468.9463,1014.7913,445.5905,1013.1594,349.8935,1023.9465,0.5946,0.5142,18.2058,422.2347,1011.5275,7,415589732,18-Dec-2019 11:29:47
327.0087,1010.389,1,389.5227,1008.949,0.4375,0.5257,18.3502,445.5573,998.6519,446.6813,1014.3472,357.5573,1024.7549,0.5959,0.5142,17.7139,447.8052,1030.0426,7,415589765,18-Dec-2019 11:29:47
330.7297,1011.2816,1,397.2629,1008.675,0.4392,0.526,18.5976,475.9387,1000.4444,452.9613,1017.9496,364.5782,1025.9432,0.5973,0.5147,18.1231,429.984,1035.4547,7,415589798,18-Dec-2019 11:29:47
333.8369,1012.6187,1,404.2842,1010.6887,0.4405,0.5259,18.9039,471.7631,1044.7129,452.0616,1035.1428,371.4487,1026.082,0.5985,0.5147,17.9329,432.36,1025.5726,7,415589831,18-Dec-2019 11:29:47
338.4337,1013.3896,1,411.1133,1010.9363,0.4416,0.5252,18.8727,466.6329,1012.5095,460.5159,1027.9799,379.2238,1026.9592,0.5996,0.5146,18.3477,454.399,1043.4503,7,415589864,18-Dec-2019 11:29:47
346.1047,1013.9326,1,346.1074,777.3468,0.4419,0.5219,19.3591,346.1074,777.3468,358.0845,743.0513,370.0616,708.7557,0.5995,0.5113,18.6389,370.0616,708.7557,7,415589897,18-Dec-2019 11:29:47
